# lemma	features	form
# Mined weak-root residue: cells the rules do not reach (doubly-weak
# and hamza-hollow roots). Regenerate with scripts/ara/mine_overrides.py.
حيا	V;2;ACT;FEM;JUS;PL	تُحَيِّينَ
حيا	V;2;ACT;FEM;JUS;SG	تُحَيِّي
حيا	V;2;ACT;FEM;PL;SBJV	تُحَيِّينَ
حيا	V;2;ACT;FEM;SBJV;SG	تُحَيِّي
حيا	V;2;ACT;IMP;MASC;PL	حَيُّوا
حيا	V;2;ACT;IMP;MASC;SG	حَيِّ
حيا	V;2;ACT;IND;IPFV;MASC;PL	تُحَيُّونَ
حيا	V;2;ACT;IND;IPFV;MASC;SG	تُحَيِّي
حيا	V;2;ACT;IND;MASC;PL;PRF;PST	حَيَّيْتُمْ
حيا	V;2;ACT;IND;MASC;PRF;PST;SG	حَيَّيْتَ
حيا	V;2;ACT;JUS;MASC;PL	تُحَيُّوا
حيا	V;2;ACT;JUS;MASC;SG	تُحَيِّ
حيا	V;2;ACT;MASC;PL;SBJV	تُحَيُّوا
حيا	V;2;FEM;IND;IPFV;PASS;PL	تُحَيَّيْنَ
حيا	V;2;FEM;IND;IPFV;PASS;SG	تُحَيَّيْنَ
حيا	V;2;FEM;IND;PASS;PL;PRF;PST	حُيِّيتُنَّ
حيا	V;2;FEM;IND;PASS;PRF;PST;SG	حُيِّيتِ
حيا	V;2;FEM;JUS;PASS;PL	تُحَيَّيْنَ
حيا	V;2;FEM;JUS;PASS;SG	تُحَيَّيْ
حيا	V;2;FEM;PASS;PL;SBJV	تُحَيَّيْنَ
حيا	V;2;FEM;PASS;SBJV;SG	تُحَيَّيْ
حيا	V;2;IND;IPFV;MASC;PASS;PL	تُحَيَّوْنَ
حيا	V;2;IND;IPFV;MASC;PASS;SG	تُحَيَّا
حيا	V;2;IND;MASC;PASS;PL;PRF;PST	حُيِّيتُمْ
حيا	V;2;IND;MASC;PASS;PRF;PST;SG	حُيِّيتَ
حيا	V;2;JUS;MASC;PASS;PL	تُحَيَّوْا
حيا	V;2;JUS;MASC;PASS;SG	تُحَيَّ
حيا	V;2;MASC;PASS;PL;SBJV	تُحَيَّوْا
حيا	V;2;MASC;PASS;SBJV;SG	تُحَيَّا
حيا	V;3;ACT;DU;FEM;IND;PRF;PST	حَيَّتَا
حيا	V;3;ACT;DU;IND;MASC;PRF;PST	حَيَّيَا
حيا	V;3;ACT;FEM;IND;IPFV;PL	يُحَيِّينَ
حيا	V;3;ACT;FEM;IND;IPFV;SG	تُحَيِّي
حيا	V;3;ACT;FEM;IND;PL;PRF;PST	حَيَّيْنَ
حيا	V;3;ACT;FEM;IND;PRF;PST;SG	حَيَّتْ
حيا	V;3;ACT;FEM;JUS;PL	يُحَيِّينَ
حيا	V;3;ACT;FEM;JUS;SG	تُحَيِّ
حيا	V;3;ACT;FEM;PL;SBJV	يُحَيِّينَ
حيا	V;3;ACT;IND;IPFV;MASC;PL	يُحَيُّونَ
حيا	V;3;ACT;IND;IPFV;MASC;SG	يُحَيِّي
حيا	V;3;ACT;IND;MASC;PL;PRF;PST	حَيَّوْا
حيا	V;3;ACT;IND;MASC;PRF;PST;SG	حَيَّا
حيا	V;3;ACT;JUS;MASC;PL	يُحَيُّوا
حيا	V;3;ACT;JUS;MASC;SG	يُحَيِّ
حيا	V;3;ACT;MASC;PL;SBJV	يُحَيُّوا
حيا	V;3;DU;FEM;IND;IPFV;PASS	تُحَيَّيَانِ
حيا	V;3;DU;FEM;JUS;PASS	تُحَيَّيَا
حيا	V;3;DU;FEM;PASS;SBJV	تُحَيَّيَا
حيا	V;3;DU;IND;IPFV;MASC;PASS	يُحَيَّيَانِ
حيا	V;3;DU;JUS;MASC;PASS	يُحَيَّيَا
حيا	V;3;DU;MASC;PASS;SBJV	يُحَيَّيَا
حيا	V;3;FEM;IND;IPFV;PASS;PL	يُحَيَّيْنَ
حيا	V;3;FEM;IND;IPFV;PASS;SG	تُحَيَّا
حيا	V;3;FEM;IND;PASS;PL;PRF;PST	حُيِّينَ
حيا	V;3;FEM;JUS;PASS;PL	يُحَيَّيْنَ
حيا	V;3;FEM;JUS;PASS;SG	تُحَيَّ
حيا	V;3;FEM;PASS;PL;SBJV	يُحَيَّيْنَ
حيا	V;3;FEM;PASS;SBJV;SG	تُحَيَّا
حيا	V;3;IND;IPFV;MASC;PASS;PL	يُحَيَّوْنَ
حيا	V;3;IND;IPFV;MASC;PASS;SG	يُحَيَّا
حيا	V;3;IND;MASC;PASS;PL;PRF;PST	حُيُّوا
حيا	V;3;JUS;MASC;PASS;PL	يُحَيَّوْا
حيا	V;3;JUS;MASC;PASS;SG	يُحَيَّ
حيا	V;3;MASC;PASS;PL;SBJV	يُحَيَّوْا
حيا	V;3;MASC;PASS;SBJV;SG	يُحَيَّا
رأى	V;3;IND;MASC;PASS;PL;PRF;PST	رُؤُوا
راد	V;1;IND;PASS;PL;PRF;PST	رُودِدْنَا
راد	V;1;IND;PASS;PRF;PST;SG	رُودِدْتُ
راد	V;2;FEM;IND;PASS;PL;PRF;PST	رُودِدْتُنَّ
راد	V;2;FEM;IND;PASS;PRF;PST;SG	رُودِدْتِ
راد	V;2;IND;MASC;PASS;PL;PRF;PST	رُودِدْتُمْ
راد	V;2;IND;MASC;PASS;PRF;PST;SG	رُودِدْتَ
راد	V;3;FEM;IND;PASS;PL;PRF;PST	رُودِدْنَ
ساء	V;1;ACT;IND;PL;PRF;PST	سُؤْنَا
ساء	V;1;ACT;IND;PRF;PST;SG	سُؤْتُ
ساء	V;1;ACT;JUS;PL	نَسُؤْ
ساء	V;1;ACT;JUS;SG	أَسُؤْ
ساء	V;1;IND;PASS;PL;PRF;PST	سِئْنَا
ساء	V;1;IND;PASS;PRF;PST;SG	سِئْتُ
ساء	V;1;JUS;PASS;PL	نُسَأْ
ساء	V;1;JUS;PASS;SG	أُسَأْ
ساء	V;2;ACT;FEM;IMP;PL	سُؤْنَ
ساء	V;2;ACT;FEM;IMP;SG	سُوئِي
ساء	V;2;ACT;FEM;IND;IPFV;PL	تَسُؤْنَ
ساء	V;2;ACT;FEM;IND;IPFV;SG	تَسُوئِينَ
ساء	V;2;ACT;FEM;IND;PL;PRF;PST	سُؤْتُنَّ
ساء	V;2;ACT;FEM;IND;PRF;PST;SG	سُؤْتِ
ساء	V;2;ACT;FEM;JUS;PL	تَسُؤْنَ
ساء	V;2;ACT;FEM;JUS;SG	تَسُوئِي
ساء	V;2;ACT;FEM;PL;SBJV	تَسُؤْنَ
ساء	V;2;ACT;FEM;SBJV;SG	تَسُوئِي
ساء	V;2;ACT;IMP;MASC;SG	سُؤْ
ساء	V;2;ACT;IND;MASC;PL;PRF;PST	سُؤْتُمْ
ساء	V;2;ACT;IND;MASC;PRF;PST;SG	سُؤْتَ
ساء	V;2;ACT;JUS;MASC;SG	تَسُؤْ
ساء	V;2;FEM;IND;IPFV;PASS;PL	تُسَأْنَ
ساء	V;2;FEM;IND;IPFV;PASS;SG	تُسَائِينَ
ساء	V;2;FEM;IND;PASS;PL;PRF;PST	سِئْتُنَّ
ساء	V;2;FEM;IND;PASS;PRF;PST;SG	سِئْتِ
ساء	V;2;FEM;JUS;PASS;PL	تُسَأْنَ
ساء	V;2;FEM;JUS;PASS;SG	تُسَائِي
ساء	V;2;FEM;PASS;PL;SBJV	تُسَأْنَ
ساء	V;2;FEM;PASS;SBJV;SG	تُسَائِي
ساء	V;2;IND;IPFV;MASC;PASS;PL	tusāʔūna
ساء	V;2;IND;MASC;PASS;PL;PRF;PST	سِئْتُمْ
ساء	V;2;IND;MASC;PASS;PRF;PST;SG	سِئْتَ
ساء	V;2;JUS;MASC;PASS;SG	تُسَأْ
ساء	V;3;ACT;FEM;IND;IPFV;PL	يَسُؤْنَ
ساء	V;3;ACT;FEM;IND;PL;PRF;PST	سُؤْنَ
ساء	V;3;ACT;FEM;JUS;PL	يَسُؤْنَ
ساء	V;3;ACT;FEM;JUS;SG	تَسُؤْ
ساء	V;3;ACT;FEM;PL;SBJV	يَسُؤْنَ
ساء	V;3;ACT;IND;MASC;PL;PRF;PST	sāʔū
ساء	V;3;ACT;JUS;MASC;SG	يَسُؤْ
ساء	V;3;DU;FEM;IND;PASS;PRF;PST	سِيئَتَا
ساء	V;3;DU;IND;MASC;PASS;PRF;PST	سِيئَا
ساء	V;3;FEM;IND;IPFV;PASS;PL	يُسَأْنَ
ساء	V;3;FEM;IND;PASS;PL;PRF;PST	سِئْنَ
ساء	V;3;FEM;IND;PASS;PRF;PST;SG	سِيئَتْ
ساء	V;3;FEM;JUS;PASS;PL	يُسَأْنَ
ساء	V;3;FEM;JUS;PASS;SG	تُسَأْ
ساء	V;3;FEM;PASS;PL;SBJV	يُسَأْنَ
ساء	V;3;IND;IPFV;MASC;PASS;PL	yusāʔūna
ساء	V;3;IND;MASC;PASS;PL;PRF;PST	sīʔū
ساء	V;3;JUS;MASC;PASS;SG	يُسَأْ
ساوى	V;1;ACT;IND;IPFV;PL	نُسَاوِي
ساوى	V;1;ACT;IND;IPFV;SG	أُسَاوِي
ساوى	V;1;ACT;IND;PL;PRF;PST	سَاوَيْنَا
ساوى	V;1;ACT;IND;PRF;PST;SG	سَاوَيْتُ
ساوى	V;1;ACT;JUS;PL	نُسَاوِ
ساوى	V;1;ACT;JUS;SG	أُسَاوِ
ساوى	V;1;IND;IPFV;PASS;PL	نُسَاوَى
ساوى	V;1;IND;IPFV;PASS;SG	أُسَاوَى
ساوى	V;1;IND;PASS;PL;PRF;PST	سُووِينَا
ساوى	V;1;IND;PASS;PRF;PST;SG	سُووِيتُ
ساوى	V;1;JUS;PASS;PL	نُسَاوَ
ساوى	V;1;JUS;PASS;SG	أُسَاوَ
ساوى	V;1;PASS;PL;SBJV	نُسَاوَى
ساوى	V;1;PASS;SBJV;SG	أُسَاوَى
ساوى	V;2;ACT;FEM;IMP;PL	سَاوِينَ
ساوى	V;2;ACT;FEM;IMP;SG	سَاوِي
ساوى	V;2;ACT;FEM;IND;IPFV;PL	تُسَاوِينَ
ساوى	V;2;ACT;FEM;IND;IPFV;SG	تُسَاوِينَ
ساوى	V;2;ACT;FEM;IND;PL;PRF;PST	سَاوَيْتُنَّ
ساوى	V;2;ACT;FEM;IND;PRF;PST;SG	سَاوَيْتِ
ساوى	V;2;ACT;FEM;JUS;PL	تُسَاوِينَ
ساوى	V;2;ACT;FEM;JUS;SG	تُسَاوِي
ساوى	V;2;ACT;FEM;PL;SBJV	تُسَاوِينَ
ساوى	V;2;ACT;FEM;SBJV;SG	تُسَاوِي
ساوى	V;2;ACT;IMP;MASC;PL	سَاوُوا
ساوى	V;2;ACT;IMP;MASC;SG	سَاوِ
ساوى	V;2;ACT;IND;IPFV;MASC;PL	تُسَاوُونَ
ساوى	V;2;ACT;IND;IPFV;MASC;SG	تُسَاوِي
ساوى	V;2;ACT;IND;MASC;PL;PRF;PST	سَاوَيْتُمْ
ساوى	V;2;ACT;IND;MASC;PRF;PST;SG	سَاوَيْتَ
ساوى	V;2;ACT;JUS;MASC;PL	تُسَاوُوا
ساوى	V;2;ACT;JUS;MASC;SG	تُسَاوِ
ساوى	V;2;ACT;MASC;PL;SBJV	تُسَاوُوا
ساوى	V;2;FEM;IND;IPFV;PASS;PL	تُسَاوَيْنَ
ساوى	V;2;FEM;IND;IPFV;PASS;SG	تُسَاوَيْنَ
ساوى	V;2;FEM;IND;PASS;PL;PRF;PST	سُووِيتُنَّ
ساوى	V;2;FEM;IND;PASS;PRF;PST;SG	سُووِيتِ
ساوى	V;2;FEM;JUS;PASS;PL	تُسَاوَيْنَ
ساوى	V;2;FEM;JUS;PASS;SG	تُسَاوَيْ
ساوى	V;2;FEM;PASS;PL;SBJV	تُسَاوَيْنَ
ساوى	V;2;FEM;PASS;SBJV;SG	تُسَاوَيْ
ساوى	V;2;IND;IPFV;MASC;PASS;PL	تُسَاوَوْنَ
ساوى	V;2;IND;IPFV;MASC;PASS;SG	تُسَاوَى
ساوى	V;2;IND;MASC;PASS;PL;PRF;PST	سُووِيتُمْ
ساوى	V;2;IND;MASC;PASS;PRF;PST;SG	سُووِيتَ
ساوى	V;2;JUS;MASC;PASS;PL	تُسَاوَوْا
ساوى	V;2;JUS;MASC;PASS;SG	تُسَاوَ
ساوى	V;2;MASC;PASS;PL;SBJV	تُسَاوَوْا
ساوى	V;2;MASC;PASS;SBJV;SG	تُسَاوَى
ساوى	V;3;ACT;DU;FEM;IND;PRF;PST	سَاوَتَا
ساوى	V;3;ACT;DU;IND;MASC;PRF;PST	سَاوَيَا
ساوى	V;3;ACT;FEM;IND;IPFV;PL	يُسَاوِينَ
ساوى	V;3;ACT;FEM;IND;IPFV;SG	تُسَاوِي
ساوى	V;3;ACT;FEM;IND;PL;PRF;PST	سَاوَيْنَ
ساوى	V;3;ACT;FEM;IND;PRF;PST;SG	سَاوَتْ
ساوى	V;3;ACT;FEM;JUS;PL	يُسَاوِينَ
ساوى	V;3;ACT;FEM;JUS;SG	تُسَاوِ
ساوى	V;3;ACT;FEM;PL;SBJV	يُسَاوِينَ
ساوى	V;3;ACT;IND;IPFV;MASC;PL	يُسَاوُونَ
ساوى	V;3;ACT;IND;IPFV;MASC;SG	يُسَاوِي
ساوى	V;3;ACT;IND;MASC;PL;PRF;PST	سَاوَوْا
ساوى	V;3;ACT;IND;MASC;PRF;PST;SG	سَاوَى
ساوى	V;3;ACT;JUS;MASC;PL	يُسَاوُوا
ساوى	V;3;ACT;JUS;MASC;SG	يُسَاوِ
ساوى	V;3;ACT;MASC;PL;SBJV	يُسَاوُوا
ساوى	V;3;DU;FEM;IND;IPFV;PASS	تُسَاوَيَانِ
ساوى	V;3;DU;FEM;JUS;PASS	تُسَاوَيَا
ساوى	V;3;DU;FEM;PASS;SBJV	تُسَاوَيَا
ساوى	V;3;DU;IND;IPFV;MASC;PASS	يُسَاوَيَانِ
ساوى	V;3;DU;JUS;MASC;PASS	يُسَاوَيَا
ساوى	V;3;DU;MASC;PASS;SBJV	يُسَاوَيَا
ساوى	V;3;FEM;IND;IPFV;PASS;PL	يُسَاوَيْنَ
ساوى	V;3;FEM;IND;IPFV;PASS;SG	تُسَاوَى
ساوى	V;3;FEM;IND;PASS;PL;PRF;PST	سُووِينَ
ساوى	V;3;FEM;JUS;PASS;PL	يُسَاوَيْنَ
ساوى	V;3;FEM;JUS;PASS;SG	تُسَاوَ
ساوى	V;3;FEM;PASS;PL;SBJV	يُسَاوَيْنَ
ساوى	V;3;FEM;PASS;SBJV;SG	تُسَاوَى
ساوى	V;3;IND;IPFV;MASC;PASS;PL	يُسَاوَوْنَ
ساوى	V;3;IND;IPFV;MASC;PASS;SG	يُسَاوَى
ساوى	V;3;IND;MASC;PASS;PL;PRF;PST	سُووُوا
ساوى	V;3;JUS;MASC;PASS;PL	يُسَاوَوْا
ساوى	V;3;JUS;MASC;PASS;SG	يُسَاوَ
ساوى	V;3;MASC;PASS;PL;SBJV	يُسَاوَوْا
ساوى	V;3;MASC;PASS;SBJV;SG	يُسَاوَى
ضاء	V;1;ACT;IND;PL;PRF;PST	ضُؤْنَا
ضاء	V;1;ACT;IND;PRF;PST;SG	ضُؤْتُ
ضاء	V;1;ACT;JUS;PL	نَضُؤْ
ضاء	V;1;ACT;JUS;SG	أَضُؤْ
ضاء	V;2;ACT;FEM;IMP;PL	ضُؤْنَ
ضاء	V;2;ACT;FEM;IMP;SG	ضُوئِي
ضاء	V;2;ACT;FEM;IND;IPFV;PL	تَضُؤْنَ
ضاء	V;2;ACT;FEM;IND;IPFV;SG	تَضُوئِينَ
ضاء	V;2;ACT;FEM;IND;PL;PRF;PST	ضُؤْتُنَّ
ضاء	V;2;ACT;FEM;IND;PRF;PST;SG	ضُؤْتِ
ضاء	V;2;ACT;FEM;JUS;PL	تَضُؤْنَ
ضاء	V;2;ACT;FEM;JUS;SG	تَضُوئِي
ضاء	V;2;ACT;FEM;PL;SBJV	تَضُؤْنَ
ضاء	V;2;ACT;FEM;SBJV;SG	تَضُوئِي
ضاء	V;2;ACT;IMP;MASC;SG	ضُؤْ
ضاء	V;2;ACT;IND;MASC;PL;PRF;PST	ضُؤْتُمْ
ضاء	V;2;ACT;IND;MASC;PRF;PST;SG	ضُؤْتَ
ضاء	V;2;ACT;JUS;MASC;SG	تَضُؤْ
ضاء	V;3;ACT;FEM;IND;IPFV;PL	يَضُؤْنَ
ضاء	V;3;ACT;FEM;IND;PL;PRF;PST	ضُؤْنَ
ضاء	V;3;ACT;FEM;JUS;PL	يَضُؤْنَ
ضاء	V;3;ACT;FEM;JUS;SG	تَضُؤْ
ضاء	V;3;ACT;FEM;PL;SBJV	يَضُؤْنَ
ضاء	V;3;ACT;IND;MASC;PL;PRF;PST	ضَاؤُوا
ضاء	V;3;ACT;JUS;MASC;SG	يَضُؤْ
ضاء	V;3;JUS;MASC;PASS;SG	يُضَأْ
قاء	V;1;ACT;IND;PL;PRF;PST	قِئْنَا
قاء	V;1;ACT;IND;PRF;PST;SG	قِئْتُ
قاء	V;1;ACT;JUS;PL	نَقِئْ
قاء	V;1;ACT;JUS;SG	أَقِئْ
قاء	V;2;ACT;FEM;IMP;PL	قِئْنَ
قاء	V;2;ACT;FEM;IMP;SG	قِيئِي
قاء	V;2;ACT;FEM;IND;IPFV;PL	تَقِئْنَ
قاء	V;2;ACT;FEM;IND;IPFV;SG	تَقِيئِينَ
قاء	V;2;ACT;FEM;IND;PL;PRF;PST	قِئْتُنَّ
قاء	V;2;ACT;FEM;IND;PRF;PST;SG	قِئْتِ
قاء	V;2;ACT;FEM;JUS;PL	تَقِئْنَ
قاء	V;2;ACT;FEM;JUS;SG	تَقِيئِي
قاء	V;2;ACT;FEM;PL;SBJV	تَقِئْنَ
قاء	V;2;ACT;FEM;SBJV;SG	تَقِيئِي
قاء	V;2;ACT;IMP;MASC;SG	قِئْ
قاء	V;2;ACT;IND;IPFV;MASC;PL	taqīʔūna
قاء	V;2;ACT;IND;MASC;PL;PRF;PST	قِئْتُمْ
قاء	V;2;ACT;IND;MASC;PRF;PST;SG	قِئْتَ
قاء	V;2;ACT;JUS;MASC;SG	تَقِئْ
قاء	V;3;ACT;DU;FEM;IND;IPFV	تَقِيئَانِ
قاء	V;3;ACT;DU;FEM;JUS	تَقِيئَا
قاء	V;3;ACT;DU;FEM;SBJV	تَقِيئَا
قاء	V;3;ACT;DU;IND;IPFV;MASC	يَقِيئَانِ
قاء	V;3;ACT;DU;JUS;MASC	يَقِيئَا
قاء	V;3;ACT;DU;MASC;SBJV	يَقِيئَا
قاء	V;3;ACT;FEM;IND;IPFV;PL	يَقِئْنَ
قاء	V;3;ACT;FEM;IND;PL;PRF;PST	قِئْنَ
قاء	V;3;ACT;FEM;JUS;PL	يَقِئْنَ
قاء	V;3;ACT;FEM;JUS;SG	تَقِئْ
قاء	V;3;ACT;FEM;PL;SBJV	يَقِئْنَ
قاء	V;3;ACT;IND;IPFV;MASC;PL	yaqīʔūna
قاء	V;3;ACT;IND;MASC;PL;PRF;PST	qāʔū
قاء	V;3;ACT;JUS;MASC;SG	يَقِئْ
قاء	V;3;JUS;MASC;PASS;SG	يُقَأْ
ناوى	V;1;ACT;IND;IPFV;PL	نُنَاوِي
ناوى	V;1;ACT;IND;IPFV;SG	أُنَاوِي
ناوى	V;1;ACT;IND;PL;PRF;PST	نَاوَيْنَا
ناوى	V;1;ACT;IND;PRF;PST;SG	نَاوَيْتُ
ناوى	V;1;ACT;JUS;PL	نُنَاوِ
ناوى	V;1;ACT;JUS;SG	أُنَاوِ
ناوى	V;1;IND;IPFV;PASS;PL	نُنَاوَى
ناوى	V;1;IND;IPFV;PASS;SG	أُنَاوَى
ناوى	V;1;IND;PASS;PL;PRF;PST	نُووِينَا
ناوى	V;1;IND;PASS;PRF;PST;SG	نُووِيتُ
ناوى	V;1;JUS;PASS;PL	نُنَاوَ
ناوى	V;1;JUS;PASS;SG	أُنَاوَ
ناوى	V;1;PASS;PL;SBJV	نُنَاوَى
ناوى	V;1;PASS;SBJV;SG	أُنَاوَى
ناوى	V;2;ACT;FEM;IMP;PL	نَاوِينَ
ناوى	V;2;ACT;FEM;IMP;SG	نَاوِي
ناوى	V;2;ACT;FEM;IND;IPFV;PL	تُنَاوِينَ
ناوى	V;2;ACT;FEM;IND;IPFV;SG	تُنَاوِينَ
ناوى	V;2;ACT;FEM;IND;PL;PRF;PST	نَاوَيْتُنَّ
ناوى	V;2;ACT;FEM;IND;PRF;PST;SG	نَاوَيْتِ
ناوى	V;2;ACT;FEM;JUS;PL	تُنَاوِينَ
ناوى	V;2;ACT;FEM;JUS;SG	تُنَاوِي
ناوى	V;2;ACT;FEM;PL;SBJV	تُنَاوِينَ
ناوى	V;2;ACT;FEM;SBJV;SG	تُنَاوِي
ناوى	V;2;ACT;IMP;MASC;PL	نَاوُوا
ناوى	V;2;ACT;IMP;MASC;SG	نَاوِ
ناوى	V;2;ACT;IND;IPFV;MASC;PL	تُنَاوُونَ
ناوى	V;2;ACT;IND;IPFV;MASC;SG	تُنَاوِي
ناوى	V;2;ACT;IND;MASC;PL;PRF;PST	نَاوَيْتُمْ
ناوى	V;2;ACT;IND;MASC;PRF;PST;SG	نَاوَيْتَ
ناوى	V;2;ACT;JUS;MASC;PL	تُنَاوُوا
ناوى	V;2;ACT;JUS;MASC;SG	تُنَاوِ
ناوى	V;2;ACT;MASC;PL;SBJV	تُنَاوُوا
ناوى	V;2;FEM;IND;IPFV;PASS;PL	تُنَاوَيْنَ
ناوى	V;2;FEM;IND;IPFV;PASS;SG	تُنَاوَيْنَ
ناوى	V;2;FEM;IND;PASS;PL;PRF;PST	نُووِيتُنَّ
ناوى	V;2;FEM;IND;PASS;PRF;PST;SG	نُووِيتِ
ناوى	V;2;FEM;JUS;PASS;PL	تُنَاوَيْنَ
ناوى	V;2;FEM;JUS;PASS;SG	تُنَاوَيْ
ناوى	V;2;FEM;PASS;PL;SBJV	تُنَاوَيْنَ
ناوى	V;2;FEM;PASS;SBJV;SG	تُنَاوَيْ
ناوى	V;2;IND;IPFV;MASC;PASS;PL	تُنَاوَوْنَ
ناوى	V;2;IND;IPFV;MASC;PASS;SG	تُنَاوَى
ناوى	V;2;IND;MASC;PASS;PL;PRF;PST	نُووِيتُمْ
ناوى	V;2;IND;MASC;PASS;PRF;PST;SG	نُووِيتَ
ناوى	V;2;JUS;MASC;PASS;PL	تُنَاوَوْا
ناوى	V;2;JUS;MASC;PASS;SG	تُنَاوَ
ناوى	V;2;MASC;PASS;PL;SBJV	تُنَاوَوْا
ناوى	V;2;MASC;PASS;SBJV;SG	تُنَاوَى
ناوى	V;3;ACT;DU;FEM;IND;PRF;PST	نَاوَتَا
ناوى	V;3;ACT;DU;IND;MASC;PRF;PST	نَاوَيَا
ناوى	V;3;ACT;FEM;IND;IPFV;PL	يُنَاوِينَ
ناوى	V;3;ACT;FEM;IND;IPFV;SG	تُنَاوِي
ناوى	V;3;ACT;FEM;IND;PL;PRF;PST	نَاوَيْنَ
ناوى	V;3;ACT;FEM;IND;PRF;PST;SG	نَاوَتْ
ناوى	V;3;ACT;FEM;JUS;PL	يُنَاوِينَ
ناوى	V;3;ACT;FEM;JUS;SG	تُنَاوِ
ناوى	V;3;ACT;FEM;PL;SBJV	يُنَاوِينَ
ناوى	V;3;ACT;IND;IPFV;MASC;PL	يُنَاوُونَ
ناوى	V;3;ACT;IND;IPFV;MASC;SG	يُنَاوِي
ناوى	V;3;ACT;IND;MASC;PL;PRF;PST	نَاوَوْا
ناوى	V;3;ACT;IND;MASC;PRF;PST;SG	نَاوَى
ناوى	V;3;ACT;JUS;MASC;PL	يُنَاوُوا
ناوى	V;3;ACT;JUS;MASC;SG	يُنَاوِ
ناوى	V;3;ACT;MASC;PL;SBJV	يُنَاوُوا
ناوى	V;3;DU;FEM;IND;IPFV;PASS	تُنَاوَيَانِ
ناوى	V;3;DU;FEM;JUS;PASS	تُنَاوَيَا
ناوى	V;3;DU;FEM;PASS;SBJV	تُنَاوَيَا
ناوى	V;3;DU;IND;IPFV;MASC;PASS	يُنَاوَيَانِ
ناوى	V;3;DU;JUS;MASC;PASS	يُنَاوَيَا
ناوى	V;3;DU;MASC;PASS;SBJV	يُنَاوَيَا
ناوى	V;3;FEM;IND;IPFV;PASS;PL	يُنَاوَيْنَ
ناوى	V;3;FEM;IND;IPFV;PASS;SG	تُنَاوَى
ناوى	V;3;FEM;IND;PASS;PL;PRF;PST	نُووِينَ
ناوى	V;3;FEM;JUS;PASS;PL	يُنَاوَيْنَ
ناوى	V;3;FEM;JUS;PASS;SG	تُنَاوَ
ناوى	V;3;FEM;PASS;PL;SBJV	يُنَاوَيْنَ
ناوى	V;3;FEM;PASS;SBJV;SG	تُنَاوَى
ناوى	V;3;IND;IPFV;MASC;PASS;PL	يُنَاوَوْنَ
ناوى	V;3;IND;IPFV;MASC;PASS;SG	يُنَاوَى
ناوى	V;3;IND;MASC;PASS;PL;PRF;PST	نُووُوا
ناوى	V;3;JUS;MASC;PASS;PL	يُنَاوَوْا
ناوى	V;3;JUS;MASC;PASS;SG	يُنَاوَ
ناوى	V;3;MASC;PASS;PL;SBJV	يُنَاوَوْا
ناوى	V;3;MASC;PASS;SBJV;SG	يُنَاوَى
