# Oracle disagreements for Hindi (kaikki ∩ UniMorph).
#
# Every row here is one systematic UniMorph hin defect: for a subset
# of lemmas it forms the perfective participle and the vowel-initial
# subjunctive/imperative endings with an independent vowel spliced
# onto the consonant stem (बनऊं, बनया, बनइए) instead of the matra the
# grammar requires (बनूं, बना, बनिए). kaikki.org spells them
# correctly, so every disagreement is ruled o1 (first oracle = kaikki).
# The engine follows kaikki.
#
# lemma	features	resolution	o1(kaikki)	o2(unimorph)
छापना	V;2;SG;PRF;PRS;FEM	o1	छापी है	छापई है
छापना	V;2;SG;PRF;PRS;MASC	o1	छापा है	छापया है
छापना	V;2;SG;PRF;PST;FEM	o1	छापी थी	छापई थी
छापना	V;2;SG;PRF;PST;MASC	o1	छापा था	छापया था
छापना	V;2;SG;PRF;SBJV;FEM	o1	छापी हो	छापई हो
छापना	V;2;SG;PRF;SBJV;MASC	o1	छापा हो	छापया हो
छापना	V;2;SG;SBJV	o1	छापे	छापए
छापना	V;2;SG;SBJV;FEM	o1	छापेगी	छापएगी
छापना	V;2;SG;SBJV;MASC	o1	छापेगा	छापएगा
छापना	V;3;PL;PRF;LGSPEC3;FEM	o1	छापी होंगी	छापई होंगी
छापना	V;3;PL;PRF;LGSPEC3;MASC	o1	छापे होंगे	छापए होंगे
छापना	V;3;PL;PRF;LGSPEC4;FEM	o1	छापी होती	छापई होती
छापना	V;3;PL;PRF;LGSPEC4;MASC	o1	छापे होते	छापए होते
छापना	V;3;PL;PRF;PRS;FEM	o1	छापी हैं	छापई हैं
छापना	V;3;PL;PRF;PRS;MASC	o1	छापे हैं	छापए हैं
छापना	V;3;PL;PRF;PST;FEM	o1	छापी थी	छापई थी
छापना	V;3;PL;PRF;PST;MASC	o1	छापे थे	छापए थे
छापना	V;3;PL;PRF;SBJV;FEM	o1	छापी हों	छापई हों
छापना	V;3;PL;PRF;SBJV;MASC	o1	छापे हों	छापए हों
छापना	V;3;PL;SBJV	o1	छापें	छापएं
छापना	V;3;PL;SBJV;FEM	o1	छापेंगी	छापएंगी
छापना	V;3;PL;SBJV;MASC	o1	छापेंगे	छापएंगे
छापना	V;3;SG;PRF;LGSPEC3;FEM	o1	छापी होगी	छापई होगी
छापना	V;3;SG;PRF;LGSPEC3;MASC	o1	छापा होगा	छापया होगा
छापना	V;3;SG;PRF;LGSPEC4;FEM	o1	छापी होती	छापई होती
छापना	V;3;SG;PRF;LGSPEC4;MASC	o1	छापा होता	छापया होता
छापना	V;3;SG;PRF;PRS;FEM	o1	छापी है	छापई है
छापना	V;3;SG;PRF;PRS;MASC	o1	छापा है	छापया है
छापना	V;3;SG;PRF;PST;FEM	o1	छापी थी	छापई थी
छापना	V;3;SG;PRF;PST;MASC	o1	छापा था	छापया था
छापना	V;3;SG;PRF;SBJV;FEM	o1	छापी हो	छापई हो
छापना	V;3;SG;PRF;SBJV;MASC	o1	छापा हो	छापया हो
छापना	V;3;SG;SBJV	o1	छापे	छापए
छापना	V;3;SG;SBJV;FEM	o1	छापेगी	छापएगी
छापना	V;3;SG;SBJV;MASC	o1	छापेगा	छापएगा
छापना	V;V.PTCP;FEM;PL;PFV	o1	छापी	छापयी
छापना	V;V.PTCP;FEM;SG;PFV	o1	छापी	छापयी
छापना	V;V.PTCP;MASC;PL;PFV	o1	छापे	छापए
छापना	V;V.PTCP;MASC;SG;PFV	o1	छापा	छापया
छीकना	V;1;PL;PRF;LGSPEC3;FEM	o1	छीकी होंगी	छीकई होंगी
छीकना	V;1;PL;PRF;LGSPEC3;MASC	o1	छीके होंगे	छीकए होंगे
छीकना	V;1;PL;PRF;LGSPEC4;FEM	o1	छीकी होती	छीकई होती
छीकना	V;1;PL;PRF;LGSPEC4;MASC	o1	छीके होते	छीकए होते
छीकना	V;1;PL;PRF;PRS;FEM	o1	छीकी हैं	छीकई हैं
छीकना	V;1;PL;PRF;PRS;MASC	o1	छीके हैं	छीकए हैं
छीकना	V;1;PL;PRF;PST;FEM	o1	छीकी थी	छीकई थी
छीकना	V;1;PL;PRF;PST;MASC	o1	छीके थे	छीकए थे
छीकना	V;1;PL;PRF;SBJV;FEM	o1	छीकी हों	छीकई हों
छीकना	V;1;PL;PRF;SBJV;MASC	o1	छीके हों	छीकए हों
छीकना	V;1;PL;SBJV	o1	छीकें	छीकएं
छीकना	V;1;PL;SBJV;FEM	o1	छीकेंगी	छीकएंगी
छीकना	V;1;PL;SBJV;MASC	o1	छीकेंगे	छीकएंगे
छीकना	V;1;SG;PRF;LGSPEC3;FEM	o1	छीकी हूंगी	छीकई हूंगी
छीकना	V;1;SG;PRF;LGSPEC3;MASC	o1	छीका हूंगा	छीकया हूंगा
छीकना	V;1;SG;PRF;LGSPEC4;FEM	o1	छीकी होती	छीकई होती
छीकना	V;1;SG;PRF;LGSPEC4;MASC	o1	छीका होता	छीकया होता
छीकना	V;1;SG;PRF;PRS;FEM	o1	छीकी हूं	छीकई हूं
छीकना	V;1;SG;PRF;PRS;MASC	o1	छीका हूं	छीकया हूं
छीकना	V;1;SG;PRF;PST;FEM	o1	छीकी थी	छीकई थी
छीकना	V;1;SG;PRF;PST;MASC	o1	छीका था	छीकया था
छीकना	V;1;SG;PRF;SBJV;FEM	o1	छीकी हूं	छीकई हूं
छीकना	V;1;SG;PRF;SBJV;MASC	o1	छीका हूं	छीकया हूं
छीकना	V;1;SG;SBJV	o1	छीकूं	छीकऊं
छीकना	V;1;SG;SBJV;FEM	o1	छीकूंगी	छीकऊंगी
छीकना	V;1;SG;SBJV;MASC	o1	छीकूंगा	छीकऊंगा
छीकना	V;2;PL;IMP;FORM	o1	छीकिए	छीकइए
छीकना	V;2;PL;PRF;LGSPEC3;FEM	o1	छीकी होगी	छीकई होगी
छीकना	V;2;PL;PRF;LGSPEC3;MASC	o1	छीके होगे	छीकए होगे
छीकना	V;2;PL;PRF;LGSPEC4;MASC	o1	छीके होते	छीकए होते
छीकना	V;2;PL;PRF;PRS;FEM	o1	छीकी हो	छीकई हो
छीकना	V;2;PL;PRF;PRS;MASC	o1	छीके हो	छीकए हो
छीकना	V;2;PL;PRF;PST;MASC	o1	छीके थे	छीकए थे
छीकना	V;2;PL;PRF;SBJV;FEM	o1	छीकी हो	छीकई हो
छीकना	V;2;PL;PRF;SBJV;MASC	o1	छीके हो	छीकए हो
छीकना	V;2;PL;SBJV	o1	छीको	छीकओ
छीकना	V;2;PL;SBJV;FEM	o1	छीकोगी	छीकओगी
छीकना	V;2;PL;SBJV;MASC	o1	छीकोगे	छीकओगे
छीकना	V;2;SG;IMP;FORM	o1	छीको	छीकओ
छीकना	V;2;SG;PRF;LGSPEC3;FEM	o1	छीकी होगी	छीकई होगी
छीकना	V;2;SG;PRF;LGSPEC3;MASC	o1	छीका होगा	छीकया होगा
छीकना	V;2;SG;PRF;LGSPEC4;FEM	o1	छीकी होती	छीकई होती
छीकना	V;2;SG;PRF;LGSPEC4;MASC	o1	छीका होता	छीकया होता
छीकना	V;2;SG;PRF;PRS;FEM	o1	छीकी है	छीकई है
छीकना	V;2;SG;PRF;PRS;MASC	o1	छीका है	छीकया है
छीकना	V;2;SG;PRF;PST;FEM	o1	छीकी थी	छीकई थी
छीकना	V;2;SG;PRF;PST;MASC	o1	छीका था	छीकया था
छीकना	V;2;SG;PRF;SBJV;FEM	o1	छीकी हो	छीकई हो
छीकना	V;2;SG;PRF;SBJV;MASC	o1	छीका हो	छीकया हो
छीकना	V;2;SG;SBJV	o1	छीके	छीकए
छीकना	V;2;SG;SBJV;FEM	o1	छीकेगी	छीकएगी
छीकना	V;2;SG;SBJV;MASC	o1	छीकेगा	छीकएगा
छीकना	V;3;PL;PRF;LGSPEC3;FEM	o1	छीकी होंगी	छीकई होंगी
छीकना	V;3;PL;PRF;LGSPEC3;MASC	o1	छीके होंगे	छीकए होंगे
छीकना	V;3;PL;PRF;LGSPEC4;FEM	o1	छीकी होती	छीकई होती
छीकना	V;3;PL;PRF;LGSPEC4;MASC	o1	छीके होते	छीकए होते
छीकना	V;3;PL;PRF;PRS;FEM	o1	छीकी हैं	छीकई हैं
छीकना	V;3;PL;PRF;PRS;MASC	o1	छीके हैं	छीकए हैं
छीकना	V;3;PL;PRF;PST;FEM	o1	छीकी थी	छीकई थी
छीकना	V;3;PL;PRF;PST;MASC	o1	छीके थे	छीकए थे
छीकना	V;3;PL;PRF;SBJV;FEM	o1	छीकी हों	छीकई हों
छीकना	V;3;PL;PRF;SBJV;MASC	o1	छीके हों	छीकए हों
छीकना	V;3;PL;SBJV	o1	छीकें	छीकएं
छीकना	V;3;PL;SBJV;FEM	o1	छीकेंगी	छीकएंगी
छीकना	V;3;PL;SBJV;MASC	o1	छीकेंगे	छीकएंगे
छीकना	V;3;SG;PRF;LGSPEC3;FEM	o1	छीकी होगी	छीकई होगी
छीकना	V;3;SG;PRF;LGSPEC3;MASC	o1	छीका होगा	छीकया होगा
छीकना	V;3;SG;PRF;LGSPEC4;FEM	o1	छीकी होती	छीकई होती
छीकना	V;3;SG;PRF;LGSPEC4;MASC	o1	छीका होता	छीकया होता
छीकना	V;3;SG;PRF;PRS;FEM	o1	छीकी है	छीकई है
छीकना	V;3;SG;PRF;PRS;MASC	o1	छीका है	छीकया है
छीकना	V;3;SG;PRF;PST;FEM	o1	छीकी थी	छीकई थी
छीकना	V;3;SG;PRF;PST;MASC	o1	छीका था	छीकया था
छीकना	V;3;SG;PRF;SBJV;FEM	o1	छीकी हो	छीकई हो
छीकना	V;3;SG;PRF;SBJV;MASC	o1	छीका हो	छीकया हो
छीकना	V;3;SG;SBJV	o1	छीके	छीकए
छीकना	V;3;SG;SBJV;FEM	o1	छीकेगी	छीकएगी
छीकना	V;3;SG;SBJV;MASC	o1	छीकेगा	छीकएगा
छीकना	V;V.PTCP;FEM;PL;PFV	o1	छीकी	छीकयी
छीकना	V;V.PTCP;FEM;SG;PFV	o1	छीकी	छीकयी
छीकना	V;V.PTCP;MASC;PL;PFV	o1	छीके	छीकए
छीकना	V;V.PTCP;MASC;SG;PFV	o1	छीका	छीकया
जमा करना	V;1;PL;PRF;LGSPEC3;FEM	o1	जमा की होंगी	जमा किई होंगी
जमा करना	V;1;PL;PRF;LGSPEC4;FEM	o1	जमा की होती	जमा किई होती
जमा करना	V;1;PL;PRF;PRS;FEM	o1	जमा की हैं	जमा किई हैं
जमा करना	V;1;PL;PRF;PST;FEM	o1	जमा की थी	जमा किई थी
जमा करना	V;1;PL;PRF;SBJV;FEM	o1	जमा की हों	जमा किई हों
जमा करना	V;1;SG;PRF;LGSPEC3;FEM	o1	जमा की हूंगी	जमा किई हूंगी
जमा करना	V;1;SG;PRF;LGSPEC4;FEM	o1	जमा की होती	जमा किई होती
जमा करना	V;1;SG;PRF;PRS;FEM	o1	जमा की हूं	जमा किई हूं
जमा करना	V;1;SG;PRF;PST;FEM	o1	जमा की थी	जमा किई थी
जमा करना	V;1;SG;PRF;SBJV;FEM	o1	जमा की हूं	जमा किई हूं
जमा करना	V;2;PL;PRF;LGSPEC3;FEM	o1	जमा की होगी	जमा किई होगी
जमा करना	V;2;PL;PRF;PRS;FEM	o1	जमा की हो	जमा किई हो
जमा करना	V;2;PL;PRF;SBJV;FEM	o1	जमा की हो	जमा किई हो
जमा करना	V;2;SG;PRF;LGSPEC3;FEM	o1	जमा की होगी	जमा किई होगी
जमा करना	V;2;SG;PRF;LGSPEC4;FEM	o1	जमा की होती	जमा किई होती
जमा करना	V;2;SG;PRF;PRS;FEM	o1	जमा की है	जमा किई है
जमा करना	V;2;SG;PRF;PST;FEM	o1	जमा की थी	जमा किई थी
जमा करना	V;2;SG;PRF;SBJV;FEM	o1	जमा की हो	जमा किई हो
जमा करना	V;3;PL;PRF;LGSPEC3;FEM	o1	जमा की होंगी	जमा किई होंगी
जमा करना	V;3;PL;PRF;LGSPEC4;FEM	o1	जमा की होती	जमा किई होती
जमा करना	V;3;PL;PRF;PRS;FEM	o1	जमा की हैं	जमा किई हैं
जमा करना	V;3;PL;PRF;PST;FEM	o1	जमा की थी	जमा किई थी
जमा करना	V;3;PL;PRF;SBJV;FEM	o1	जमा की हों	जमा किई हों
जमा करना	V;3;SG;PRF;LGSPEC3;FEM	o1	जमा की होगी	जमा किई होगी
जमा करना	V;3;SG;PRF;LGSPEC4;FEM	o1	जमा की होती	जमा किई होती
जमा करना	V;3;SG;PRF;PRS;FEM	o1	जमा की है	जमा किई है
जमा करना	V;3;SG;PRF;PST;FEM	o1	जमा की थी	जमा किई थी
जमा करना	V;3;SG;PRF;SBJV;FEM	o1	जमा की हो	जमा किई हो
जोड़ना	V;1;PL;PRF;LGSPEC3;FEM	o1	जोड़ी होंगी	जोड़ई होंगी
जोड़ना	V;1;PL;PRF;LGSPEC3;MASC	o1	जोड़े होंगे	जोड़ए होंगे
जोड़ना	V;1;PL;PRF;LGSPEC4;FEM	o1	जोड़ी होती	जोड़ई होती
जोड़ना	V;1;PL;PRF;LGSPEC4;MASC	o1	जोड़े होते	जोड़ए होते
जोड़ना	V;1;PL;PRF;PRS;FEM	o1	जोड़ी हैं	जोड़ई हैं
जोड़ना	V;1;PL;PRF;PRS;MASC	o1	जोड़े हैं	जोड़ए हैं
जोड़ना	V;1;PL;PRF;PST;FEM	o1	जोड़ी थी	जोड़ई थी
जोड़ना	V;1;PL;PRF;PST;MASC	o1	जोड़े थे	जोड़ए थे
जोड़ना	V;1;PL;PRF;SBJV;FEM	o1	जोड़ी हों	जोड़ई हों
जोड़ना	V;1;PL;PRF;SBJV;MASC	o1	जोड़े हों	जोड़ए हों
जोड़ना	V;1;PL;SBJV	o1	जोड़ें	जोड़एं
जोड़ना	V;1;PL;SBJV;FEM	o1	जोड़ेंगी	जोड़एंगी
जोड़ना	V;1;PL;SBJV;MASC	o1	जोड़ेंगे	जोड़एंगे
जोड़ना	V;1;SG;PRF;LGSPEC3;FEM	o1	जोड़ी हूंगी	जोड़ई हूंगी
जोड़ना	V;1;SG;PRF;LGSPEC3;MASC	o1	जोड़ा हूंगा	जोड़या हूंगा
जोड़ना	V;1;SG;PRF;LGSPEC4;FEM	o1	जोड़ी होती	जोड़ई होती
जोड़ना	V;1;SG;PRF;LGSPEC4;MASC	o1	जोड़ा होता	जोड़या होता
जोड़ना	V;1;SG;PRF;PRS;FEM	o1	जोड़ी हूं	जोड़ई हूं
जोड़ना	V;1;SG;PRF;PRS;MASC	o1	जोड़ा हूं	जोड़या हूं
जोड़ना	V;1;SG;PRF;PST;FEM	o1	जोड़ी थी	जोड़ई थी
जोड़ना	V;1;SG;PRF;PST;MASC	o1	जोड़ा था	जोड़या था
जोड़ना	V;1;SG;PRF;SBJV;FEM	o1	जोड़ी हूं	जोड़ई हूं
जोड़ना	V;1;SG;PRF;SBJV;MASC	o1	जोड़ा हूं	जोड़या हूं
जोड़ना	V;1;SG;SBJV	o1	जोड़ूं	जोड़ऊं
जोड़ना	V;1;SG;SBJV;FEM	o1	जोड़ूंगी	जोड़ऊंगी
जोड़ना	V;1;SG;SBJV;MASC	o1	जोड़ूंगा	जोड़ऊंगा
जोड़ना	V;2;PL;IMP;FORM	o1	जोड़िए	जोड़इए
जोड़ना	V;2;PL;PRF;LGSPEC3;FEM	o1	जोड़ी होगी	जोड़ई होगी
जोड़ना	V;2;PL;PRF;LGSPEC3;MASC	o1	जोड़े होगे	जोड़ए होगे
जोड़ना	V;2;PL;PRF;LGSPEC4;MASC	o1	जोड़े होते	जोड़ए होते
जोड़ना	V;2;PL;PRF;PRS;FEM	o1	जोड़ी हो	जोड़ई हो
जोड़ना	V;2;PL;PRF;PRS;MASC	o1	जोड़े हो	जोड़ए हो
जोड़ना	V;2;PL;PRF;PST;MASC	o1	जोड़े थे	जोड़ए थे
जोड़ना	V;2;PL;PRF;SBJV;FEM	o1	जोड़ी हो	जोड़ई हो
जोड़ना	V;2;PL;PRF;SBJV;MASC	o1	जोड़े हो	जोड़ए हो
जोड़ना	V;2;PL;SBJV	o1	जोड़ो	जोड़ओ
जोड़ना	V;2;PL;SBJV;FEM	o1	जोड़ोगी	जोड़ओगी
जोड़ना	V;2;PL;SBJV;MASC	o1	जोड़ोगे	जोड़ओगे
जोड़ना	V;2;SG;IMP;FORM	o1	जोड़ो	जोड़ओ
जोड़ना	V;2;SG;PRF;LGSPEC3;FEM	o1	जोड़ी होगी	जोड़ई होगी
जोड़ना	V;2;SG;PRF;LGSPEC3;MASC	o1	जोड़ा होगा	जोड़या होगा
जोड़ना	V;2;SG;PRF;LGSPEC4;FEM	o1	जोड़ी होती	जोड़ई होती
जोड़ना	V;2;SG;PRF;LGSPEC4;MASC	o1	जोड़ा होता	जोड़या होता
जोड़ना	V;2;SG;PRF;PRS;FEM	o1	जोड़ी है	जोड़ई है
जोड़ना	V;2;SG;PRF;PRS;MASC	o1	जोड़ा है	जोड़या है
जोड़ना	V;2;SG;PRF;PST;FEM	o1	जोड़ी थी	जोड़ई थी
जोड़ना	V;2;SG;PRF;PST;MASC	o1	जोड़ा था	जोड़या था
जोड़ना	V;2;SG;PRF;SBJV;FEM	o1	जोड़ी हो	जोड़ई हो
जोड़ना	V;2;SG;PRF;SBJV;MASC	o1	जोड़ा हो	जोड़या हो
जोड़ना	V;2;SG;SBJV	o1	जोड़े	जोड़ए
जोड़ना	V;2;SG;SBJV;FEM	o1	जोड़ेगी	जोड़एगी
जोड़ना	V;2;SG;SBJV;MASC	o1	जोड़ेगा	जोड़एगा
जोड़ना	V;3;PL;PRF;LGSPEC3;FEM	o1	जोड़ी होंगी	जोड़ई होंगी
जोड़ना	V;3;PL;PRF;LGSPEC3;MASC	o1	जोड़े होंगे	जोड़ए होंगे
जोड़ना	V;3;PL;PRF;LGSPEC4;FEM	o1	जोड़ी होती	जोड़ई होती
जोड़ना	V;3;PL;PRF;LGSPEC4;MASC	o1	जोड़े होते	जोड़ए होते
जोड़ना	V;3;PL;PRF;PRS;FEM	o1	जोड़ी हैं	जोड़ई हैं
जोड़ना	V;3;PL;PRF;PRS;MASC	o1	जोड़े हैं	जोड़ए हैं
जोड़ना	V;3;PL;PRF;PST;FEM	o1	जोड़ी थी	जोड़ई थी
जोड़ना	V;3;PL;PRF;PST;MASC	o1	जोड़े थे	जोड़ए थे
जोड़ना	V;3;PL;PRF;SBJV;FEM	o1	जोड़ी हों	जोड़ई हों
जोड़ना	V;3;PL;PRF;SBJV;MASC	o1	जोड़े हों	जोड़ए हों
जोड़ना	V;3;PL;SBJV	o1	जोड़ें	जोड़एं
जोड़ना	V;3;PL;SBJV;FEM	o1	जोड़ेंगी	जोड़एंगी
जोड़ना	V;3;PL;SBJV;MASC	o1	जोड़ेंगे	जोड़एंगे
जोड़ना	V;3;SG;PRF;LGSPEC3;FEM	o1	जोड़ी होगी	जोड़ई होगी
जोड़ना	V;3;SG;PRF;LGSPEC3;MASC	o1	जोड़ा होगा	जोड़या होगा
जोड़ना	V;3;SG;PRF;LGSPEC4;FEM	o1	जोड़ी होती	जोड़ई होती
जोड़ना	V;3;SG;PRF;LGSPEC4;MASC	o1	जोड़ा होता	जोड़या होता
जोड़ना	V;3;SG;PRF;PRS;FEM	o1	जोड़ी है	जोड़ई है
जोड़ना	V;3;SG;PRF;PRS;MASC	o1	जोड़ा है	जोड़या है
जोड़ना	V;3;SG;PRF;PST;FEM	o1	जोड़ी थी	जोड़ई थी
जोड़ना	V;3;SG;PRF;PST;MASC	o1	जोड़ा था	जोड़या था
जोड़ना	V;3;SG;PRF;SBJV;FEM	o1	जोड़ी हो	जोड़ई हो
जोड़ना	V;3;SG;PRF;SBJV;MASC	o1	जोड़ा हो	जोड़या हो
जोड़ना	V;3;SG;SBJV	o1	जोड़े	जोड़ए
जोड़ना	V;3;SG;SBJV;FEM	o1	जोड़ेगी	जोड़एगी
जोड़ना	V;3;SG;SBJV;MASC	o1	जोड़ेगा	जोड़एगा
जोड़ना	V;V.PTCP;FEM;PL;PFV	o1	जोड़ी	जोड़यी
जोड़ना	V;V.PTCP;FEM;SG;PFV	o1	जोड़ी	जोड़यी
जोड़ना	V;V.PTCP;MASC;PL;PFV	o1	जोड़े	जोड़ए
जोड़ना	V;V.PTCP;MASC;SG;PFV	o1	जोड़ा	जोड़या
ठीक करना	V;1;PL;PRF;LGSPEC3;FEM	o1	ठीक की होंगी	ठीक किई होंगी
ठीक करना	V;1;PL;PRF;LGSPEC4;FEM	o1	ठीक की होती	ठीक किई होती
ठीक करना	V;1;PL;PRF;PRS;FEM	o1	ठीक की हैं	ठीक किई हैं
ठीक करना	V;1;PL;PRF;PST;FEM	o1	ठीक की थी	ठीक किई थी
ठीक करना	V;1;PL;PRF;SBJV;FEM	o1	ठीक की हों	ठीक किई हों
ठीक करना	V;1;SG;PRF;LGSPEC3;FEM	o1	ठीक की हूंगी	ठीक किई हूंगी
ठीक करना	V;1;SG;PRF;LGSPEC4;FEM	o1	ठीक की होती	ठीक किई होती
ठीक करना	V;1;SG;PRF;PRS;FEM	o1	ठीक की हूं	ठीक किई हूं
ठीक करना	V;1;SG;PRF;PST;FEM	o1	ठीक की थी	ठीक किई थी
ठीक करना	V;1;SG;PRF;SBJV;FEM	o1	ठीक की हूं	ठीक किई हूं
ठीक करना	V;2;PL;PRF;LGSPEC3;FEM	o1	ठीक की होगी	ठीक किई होगी
ठीक करना	V;2;PL;PRF;PRS;FEM	o1	ठीक की हो	ठीक किई हो
ठीक करना	V;2;PL;PRF;SBJV;FEM	o1	ठीक की हो	ठीक किई हो
ठीक करना	V;2;SG;PRF;LGSPEC3;FEM	o1	ठीक की होगी	ठीक किई होगी
ठीक करना	V;2;SG;PRF;LGSPEC4;FEM	o1	ठीक की होती	ठीक किई होती
ठीक करना	V;2;SG;PRF;PRS;FEM	o1	ठीक की है	ठीक किई है
ठीक करना	V;2;SG;PRF;PST;FEM	o1	ठीक की थी	ठीक किई थी
ठीक करना	V;2;SG;PRF;SBJV;FEM	o1	ठीक की हो	ठीक किई हो
ठीक करना	V;3;PL;PRF;LGSPEC3;FEM	o1	ठीक की होंगी	ठीक किई होंगी
ठीक करना	V;3;PL;PRF;LGSPEC4;FEM	o1	ठीक की होती	ठीक किई होती
ठीक करना	V;3;PL;PRF;PRS;FEM	o1	ठीक की हैं	ठीक किई हैं
ठीक करना	V;3;PL;PRF;PST;FEM	o1	ठीक की थी	ठीक किई थी
ठीक करना	V;3;PL;PRF;SBJV;FEM	o1	ठीक की हों	ठीक किई हों
ठीक करना	V;3;SG;PRF;LGSPEC3;FEM	o1	ठीक की होगी	ठीक किई होगी
ठीक करना	V;3;SG;PRF;LGSPEC4;FEM	o1	ठीक की होती	ठीक किई होती
ठीक करना	V;3;SG;PRF;PRS;FEM	o1	ठीक की है	ठीक किई है
ठीक करना	V;3;SG;PRF;PST;FEM	o1	ठीक की थी	ठीक किई थी
ठीक करना	V;3;SG;PRF;SBJV;FEM	o1	ठीक की हो	ठीक किई हो
ठीक होना	V;1;PL;PRF;LGSPEC3;FEM	o1	ठीक हुई होंगी|ठीक होंगी	ठीक होई होंगी
ठीक होना	V;1;PL;PRF;LGSPEC3;MASC	o1	ठीक हुए होंगे|ठीक होंगे	ठीक होए होंगे
ठीक होना	V;1;PL;PRF;LGSPEC4;FEM	o1	ठीक हुई होती|ठीक होती	ठीक होई होती
ठीक होना	V;1;PL;PRF;LGSPEC4;MASC	o1	ठीक हुए होते|ठीक होते	ठीक होए होते
ठीक होना	V;1;PL;PRF;PRS;FEM	o1	ठीक हुई हैं	ठीक होई हैं
ठीक होना	V;1;PL;PRF;PRS;MASC	o1	ठीक हुए हैं|ठीक हैं	ठीक होए हैं
ठीक होना	V;1;PL;PRF;PST;FEM	o1	ठीक हुई थी	ठीक होई थी
ठीक होना	V;1;PL;PRF;PST;MASC	o1	ठीक हुए थे	ठीक होए थे
ठीक होना	V;1;PL;PRF;SBJV;FEM	o1	ठीक हुई हों	ठीक होई हों
ठीक होना	V;1;PL;PRF;SBJV;MASC	o1	ठीक हुए हों|ठीक हों	ठीक होए हों
ठीक होना	V;1;SG;PRF;LGSPEC3;FEM	o1	ठीक हुई हूंगी|ठीक हूंगी	ठीक होई हूंगी
ठीक होना	V;1;SG;PRF;LGSPEC3;MASC	o1	ठीक हुआ हूंगा|ठीक हूंगा	ठीक होया हूंगा
ठीक होना	V;1;SG;PRF;LGSPEC4;FEM	o1	ठीक हुई होती|ठीक होती	ठीक होई होती
ठीक होना	V;1;SG;PRF;LGSPEC4;MASC	o1	ठीक हुआ होता|ठीक होता	ठीक होया होता
ठीक होना	V;1;SG;PRF;PRS;FEM	o1	ठीक हुई हूं	ठीक होई हूं
ठीक होना	V;1;SG;PRF;PRS;MASC	o1	ठीक हुआ हूं|ठीक हूं	ठीक होया हूं
ठीक होना	V;1;SG;PRF;PST;FEM	o1	ठीक हुई थी	ठीक होई थी
ठीक होना	V;1;SG;PRF;PST;MASC	o1	ठीक हुआ था	ठीक होया था
ठीक होना	V;1;SG;PRF;SBJV;FEM	o1	ठीक हुई हूं	ठीक होई हूं
ठीक होना	V;1;SG;PRF;SBJV;MASC	o1	ठीक हुआ हूं|ठीक हूं	ठीक होया हूं
ठीक होना	V;2;PL;PRF;LGSPEC3;FEM	o1	ठीक हुई होगी|ठीक होगी	ठीक होई होगी
ठीक होना	V;2;PL;PRF;LGSPEC3;MASC	o1	ठीक हुए होगे|ठीक होगे	ठीक होए होगे
ठीक होना	V;2;PL;PRF;LGSPEC4;MASC	o1	ठीक हुए होते|ठीक होते	ठीक होए होते
ठीक होना	V;2;PL;PRF;PRS;FEM	o1	ठीक हुई हो	ठीक होई हो
ठीक होना	V;2;PL;PRF;PRS;MASC	o1	ठीक हुए हो|ठीक हो	ठीक होए हो
ठीक होना	V;2;PL;PRF;PST;MASC	o1	ठीक हुए थे	ठीक होए थे
ठीक होना	V;2;PL;PRF;SBJV;FEM	o1	ठीक हुई हो	ठीक होई हो
ठीक होना	V;2;PL;PRF;SBJV;MASC	o1	ठीक हुए हो|ठीक हो	ठीक होए हो
ठीक होना	V;2;SG;PRF;LGSPEC3;FEM	o1	ठीक हुई होगी|ठीक होगी	ठीक होई होगी
ठीक होना	V;2;SG;PRF;LGSPEC3;MASC	o1	ठीक हुआ होगा|ठीक होगा	ठीक होया होगा
ठीक होना	V;2;SG;PRF;LGSPEC4;FEM	o1	ठीक हुई होती|ठीक होती	ठीक होई होती
ठीक होना	V;2;SG;PRF;LGSPEC4;MASC	o1	ठीक हुआ होता|ठीक होता	ठीक होया होता
ठीक होना	V;2;SG;PRF;PRS;FEM	o1	ठीक हुई है	ठीक होई है
ठीक होना	V;2;SG;PRF;PRS;MASC	o1	ठीक हुआ है|ठीक है	ठीक होया है
ठीक होना	V;2;SG;PRF;PST;FEM	o1	ठीक हुई थी	ठीक होई थी
ठीक होना	V;2;SG;PRF;PST;MASC	o1	ठीक हुआ था	ठीक होया था
ठीक होना	V;2;SG;PRF;SBJV;FEM	o1	ठीक हुई हो	ठीक होई हो
ठीक होना	V;2;SG;PRF;SBJV;MASC	o1	ठीक हुआ हो|ठीक हो	ठीक होया हो
ठीक होना	V;3;PL;PRF;LGSPEC3;FEM	o1	ठीक हुई होंगी|ठीक होंगी	ठीक होई होंगी
ठीक होना	V;3;PL;PRF;LGSPEC3;MASC	o1	ठीक हुए होंगे|ठीक होंगे	ठीक होए होंगे
ठीक होना	V;3;PL;PRF;LGSPEC4;FEM	o1	ठीक हुई होती|ठीक होती	ठीक होई होती
ठीक होना	V;3;PL;PRF;LGSPEC4;MASC	o1	ठीक हुए होते|ठीक होते	ठीक होए होते
ठीक होना	V;3;PL;PRF;PRS;FEM	o1	ठीक हुई हैं	ठीक होई हैं
ठीक होना	V;3;PL;PRF;PRS;MASC	o1	ठीक हुए हैं|ठीक हैं	ठीक होए हैं
