# lemma	features	resolution	note
# resolution: variant | o1 (apertium-mkd) | o2 (UniMorph mkd) | neither.
# Bucketed rulings; see docs/mkd/oracles.md for the systematic patterns.
разбранува	V;PST;3;SG	o1	aorist / aorist participle — out of engine scope; apertium clean, UniMorph has encoding noise
развива	V.CVB	o1	apertium -јќи is the standard converb; UniMorph drops ќ→к
развие	V;PROG;PST;3;PL	o2	j-stem: UniMorph correct (бројам-type), apertium over-regularizes
разгледува	V.CVB	o1	apertium -јќи is the standard converb; UniMorph drops ќ→к
разговара	V.CVB	o1	apertium -јќи is the standard converb; UniMorph drops ќ→к
разгорува	V.CVB	o1	apertium -јќи is the standard converb; UniMorph drops ќ→к
раздвојува	V.CVB	o1	apertium -јќи is the standard converb; UniMorph drops ќ→к
разделува	V.CVB	o1	apertium -јќи is the standard converb; UniMorph drops ќ→к
разликува	V.CVB	o1	apertium -јќи is the standard converb; UniMorph drops ќ→к
разменува	V.CVB	o1	apertium -јќи is the standard converb; UniMorph drops ќ→к
размислува	V.CVB	o1	apertium -јќи is the standard converb; UniMorph drops ќ→к
разочарува	V.CVB	o1	apertium -јќи is the standard converb; UniMorph drops ќ→к
разрешува	V.CVB	o1	apertium -јќи is the standard converb; UniMorph drops ќ→к
разубавува	V.CVB	o1	apertium -јќи is the standard converb; UniMorph drops ќ→к
разубедува	V.CVB	o1	apertium -јќи is the standard converb; UniMorph drops ќ→к
разјаснува	V.CVB	o1	apertium -јќи is the standard converb; UniMorph drops ќ→к
ракува	V.CVB	o1	apertium -јќи is the standard converb; UniMorph drops ќ→к
расипува	V.CVB	o1	apertium -јќи is the standard converb; UniMorph drops ќ→к
раскажува	V.CVB	o1	apertium -јќи is the standard converb; UniMorph drops ќ→к
раскинува	V.CVB	o1	apertium -јќи is the standard converb; UniMorph drops ќ→к
располага	V.CVB	o1	apertium -јќи is the standard converb; UniMorph drops ќ→к
распределува	V.CVB	o1	apertium -јќи is the standard converb; UniMorph drops ќ→к
расте	V.CVB	o1	apertium -јќи is the standard converb; UniMorph drops ќ→к
расте	V.PTCP;PST;PASS	variant	passive participle -ан/-ен both attested
регулира	V.CVB	o1	apertium -јќи is the standard converb; UniMorph drops ќ→к
рече	V.PTCP;PROG;PST;FEM;SG	o1	apertium form is the standard spelling
рече	V.PTCP;PROG;PST;MASC;SG	o1	apertium form is the standard spelling
рече	V.PTCP;PROG;PST;NEUT;SG	o1	apertium form is the standard spelling
рече	V.PTCP;PROG;PST;PL	o1	apertium form is the standard spelling
рече	V.PTCP;PST;MASC;SG	o1	aorist / aorist participle — out of engine scope; apertium clean, UniMorph has encoding noise
рече	V;PROG;PST;1;PL	o1	apertium form is the standard spelling
рече	V;PROG;PST;1;SG	o1	apertium form is the standard spelling
рече	V;PROG;PST;2;PL	o1	apertium form is the standard spelling
рече	V;PROG;PST;2;SG	o1	apertium form is the standard spelling
рече	V;PROG;PST;3;PL	o1	apertium form is the standard spelling
рече	V;PROG;PST;3;SG	o1	apertium form is the standard spelling
решава	V.CVB	o1	apertium -јќи is the standard converb; UniMorph drops ќ→к
ризикува	V.CVB	o1	apertium -јќи is the standard converb; UniMorph drops ќ→к
сака	V.CVB	o1	apertium -јќи is the standard converb; UniMorph drops ќ→к
сведочи	V.CVB	o1	apertium -јќи is the standard converb; UniMorph drops ќ→к
седи	V.CVB	o1	apertium -јќи is the standard converb; UniMorph drops ќ→к
седи	V.PTCP;PST;PASS	variant	passive participle -ан/-ен both attested
силува	V.CVB	o1	apertium -јќи is the standard converb; UniMorph drops ќ→к
симнува	V.CVB	o1	apertium -јќи is the standard converb; UniMorph drops ќ→к
скратува	V.CVB	o1	apertium -јќи is the standard converb; UniMorph drops ќ→к
скрие	V;PROG;PST;3;PL	o2	j-stem: UniMorph correct (бројам-type), apertium over-regularizes
следи	V.CVB	o1	apertium -јќи is the standard converb; UniMorph drops ќ→к
служи	V.CVB	o1	apertium -јќи is the standard converb; UniMorph drops ќ→к
слуша	V.CVB	o1	apertium -јќи is the standard converb; UniMorph drops ќ→к
смее	V.CVB	o1	apertium -јќи is the standard converb; UniMorph drops ќ→к
смени	V.PTCP;PST;FEM;SG	o1	aorist / aorist participle — out of engine scope; apertium clean, UniMorph has encoding noise
смени	V.PTCP;PST;MASC;SG	o1	aorist / aorist participle — out of engine scope; apertium clean, UniMorph has encoding noise
смени	V.PTCP;PST;NEUT;SG	o1	aorist / aorist participle — out of engine scope; apertium clean, UniMorph has encoding noise
смени	V.PTCP;PST;PASS	variant	passive participle -ан/-ен both attested
смени	V.PTCP;PST;PL	o1	aorist / aorist participle — out of engine scope; apertium clean, UniMorph has encoding noise
смени	V;PST;1;PL	o1	aorist / aorist participle — out of engine scope; apertium clean, UniMorph has encoding noise
смени	V;PST;1;SG	o1	aorist / aorist participle — out of engine scope; apertium clean, UniMorph has encoding noise
смени	V;PST;2;PL	o1	aorist / aorist participle — out of engine scope; apertium clean, UniMorph has encoding noise
смени	V;PST;2;SG	o1	aorist / aorist participle — out of engine scope; apertium clean, UniMorph has encoding noise
смени	V;PST;3;PL	o1	aorist / aorist participle — out of engine scope; apertium clean, UniMorph has encoding noise
смени	V;PST;3;SG	o1	aorist / aorist participle — out of engine scope; apertium clean, UniMorph has encoding noise
смета	V.CVB	o1	apertium -јќи is the standard converb; UniMorph drops ќ→к
смирува	V.CVB	o1	apertium -јќи is the standard converb; UniMorph drops ќ→к
смрди	V.CVB	o1	apertium -јќи is the standard converb; UniMorph drops ќ→к
снабдува	V.CVB	o1	apertium -јќи is the standard converb; UniMorph drops ќ→к
собира	V.CVB	o1	apertium -јќи is the standard converb; UniMorph drops ќ→к
советува	V.CVB	o1	apertium -јќи is the standard converb; UniMorph drops ќ→к
содржи	V.CVB	o1	apertium -јќи is the standard converb; UniMorph drops ќ→к
содржи	V.PTCP;PST;PASS	variant	passive participle -ан/-ен both attested
соединува	V.CVB	o1	apertium -јќи is the standard converb; UniMorph drops ќ→к
создава	V.CVB	o1	apertium -јќи is the standard converb; UniMorph drops ќ→к
сонува	V.CVB	o1	apertium -јќи is the standard converb; UniMorph drops ќ→к
соодветствува	V.CVB	o1	apertium -јќи is the standard converb; UniMorph drops ќ→к
соопштува	V.CVB	o1	apertium -јќи is the standard converb; UniMorph drops ќ→к
соочува	V.CVB	o1	apertium -јќи is the standard converb; UniMorph drops ќ→к
соработува	V.CVB	o1	apertium -јќи is the standard converb; UniMorph drops ќ→к
составува	V.CVB	o1	apertium -јќи is the standard converb; UniMorph drops ќ→к
сочинува	V.CVB	o1	apertium -јќи is the standard converb; UniMorph drops ќ→к
сочува	V;PST;2;SG	o1	aorist / aorist participle — out of engine scope; apertium clean, UniMorph has encoding noise
сочува	V;PST;3;SG	o1	aorist / aorist participle — out of engine scope; apertium clean, UniMorph has encoding noise
сочувствува	V.CVB	o1	apertium -јќи is the standard converb; UniMorph drops ќ→к
спасува	V.CVB	o1	apertium -јќи is the standard converb; UniMorph drops ќ→к
споделува	V.CVB	o1	apertium -јќи is the standard converb; UniMorph drops ќ→к
споменува	V.CVB	o1	apertium -јќи is the standard converb; UniMorph drops ќ→к
споредува	V.CVB	o1	apertium -јќи is the standard converb; UniMorph drops ќ→к
спојува	V.CVB	o1	apertium -јќи is the standard converb; UniMorph drops ќ→к
спречува	V.CVB	o1	apertium -јќи is the standard converb; UniMorph drops ќ→к
спроведува	V.CVB	o1	apertium -јќи is the standard converb; UniMorph drops ќ→к
стеснува	V.CVB	o1	apertium -јќи is the standard converb; UniMorph drops ќ→к
стои	V.CVB	o1	apertium -јќи is the standard converb; UniMorph drops ќ→к
стои	V;PROG;PST;3;PL	o2	j-stem: UniMorph correct (бројам-type), apertium over-regularizes
стои	V;PRS;1;SG	o2	j-stem: UniMorph correct (бројам-type), apertium over-regularizes
суди	V.CVB	o1	apertium -јќи is the standard converb; UniMorph drops ќ→к
сфати	V.PTCP;PST;PASS	variant	passive participle -ан/-ен both attested
тврди	V.CVB	o1	apertium -јќи is the standard converb; UniMorph drops ќ→к
тече	V.CVB	o1	apertium -јќи is the standard converb; UniMorph drops ќ→к
толерира	V.CVB	o1	apertium -јќи is the standard converb; UniMorph drops ќ→к
толкува	V.CVB	o1	apertium -јќи is the standard converb; UniMorph drops ќ→к
трае	V.CVB	o1	apertium -јќи is the standard converb; UniMorph drops ќ→к
тргува	V.CVB	o1	apertium -јќи is the standard converb; UniMorph drops ќ→к
трие	V.CVB	o1	apertium -јќи is the standard converb; UniMorph drops ќ→к
трие	V;PROG;PST;3;PL	o2	j-stem: UniMorph correct (бројам-type), apertium over-regularizes
троши	V.CVB	o1	apertium -јќи is the standard converb; UniMorph drops ќ→к
турка	V.CVB	o1	apertium -јќи is the standard converb; UniMorph drops ќ→к
убедува	V.CVB	o1	apertium -јќи is the standard converb; UniMorph drops ќ→к
убива	V.CVB	o1	apertium -јќи is the standard converb; UniMorph drops ќ→к
убие	V;PROG;PST;3;PL	o2	j-stem: UniMorph correct (бројам-type), apertium over-regularizes
ублажува	V.CVB	o1	apertium -јќи is the standard converb; UniMorph drops ќ→к
уверува	V.CVB	o1	apertium -јќи is the standard converb; UniMorph drops ќ→к
удвојува	V.CVB	o1	apertium -јќи is the standard converb; UniMorph drops ќ→к
удира	V.CVB	o1	apertium -јќи is the standard converb; UniMorph drops ќ→к
ужива	V.CVB	o1	apertium -јќи is the standard converb; UniMorph drops ќ→к
укажува	V.CVB	o1	apertium -јќи is the standard converb; UniMorph drops ќ→к
укинува	V.CVB	o1	apertium -јќи is the standard converb; UniMorph drops ќ→к
украсува	V.CVB	o1	apertium -јќи is the standard converb; UniMorph drops ќ→к
умира	V.CVB	o1	apertium -јќи is the standard converb; UniMorph drops ќ→к
уништува	V.CVB	o1	apertium -јќи is the standard converb; UniMorph drops ќ→к
употребува	V.CVB	o1	apertium -јќи is the standard converb; UniMorph drops ќ→к
управува	V.CVB	o1	apertium -јќи is the standard converb; UniMorph drops ќ→к
уредува	V.CVB	o1	apertium -јќи is the standard converb; UniMorph drops ќ→к
усложнува	V.CVB	o1	apertium -јќи is the standard converb; UniMorph drops ќ→к
усогласува	V.CVB	o1	apertium -јќи is the standard converb; UniMorph drops ќ→к
успева	V.CVB	o1	apertium -јќи is the standard converb; UniMorph drops ќ→к
успее	V;PST;1;PL	o1	aorist / aorist participle — out of engine scope; apertium clean, UniMorph has encoding noise
успее	V;PST;1;SG	o1	aorist / aorist participle — out of engine scope; apertium clean, UniMorph has encoding noise
успее	V;PST;2;PL	o1	aorist / aorist participle — out of engine scope; apertium clean, UniMorph has encoding noise
успее	V;PST;2;SG	o1	aorist / aorist participle — out of engine scope; apertium clean, UniMorph has encoding noise
успее	V;PST;3;SG	o1	aorist / aorist participle — out of engine scope; apertium clean, UniMorph has encoding noise
утврдува	V.CVB	o1	apertium -јќи is the standard converb; UniMorph drops ќ→к
уценува	V.CVB	o1	apertium -јќи is the standard converb; UniMorph drops ќ→к
учествува	V.CVB	o1	apertium -јќи is the standard converb; UniMorph drops ќ→к
учи	V.CVB	o1	apertium -јќи is the standard converb; UniMorph drops ќ→к
финансира	V.CVB	o1	apertium -јќи is the standard converb; UniMorph drops ќ→к
фокусира	V.CVB	o1	apertium -јќи is the standard converb; UniMorph drops ќ→к
фрла	V.CVB	o1	apertium -јќи is the standard converb; UniMorph drops ќ→к
функционира	V.CVB	o1	apertium -јќи is the standard converb; UniMorph drops ќ→к
цитира	V.CVB	o1	apertium -јќи is the standard converb; UniMorph drops ќ→к
чека	V.CVB	o1	apertium -јќи is the standard converb; UniMorph drops ќ→к
чеша	V.CVB	o1	apertium -јќи is the standard converb; UniMorph drops ќ→к
чини	V.CVB	o1	apertium -јќи is the standard converb; UniMorph drops ќ→к
чита	V.CVB	o1	apertium -јќи is the standard converb; UniMorph drops ќ→к
чува	V.CVB	o1	apertium -јќи is the standard converb; UniMorph drops ќ→к
чувствува	V.CVB	o1	apertium -јќи is the standard converb; UniMorph drops ќ→к
шие	V.CVB	o1	apertium -јќи is the standard converb; UniMorph drops ќ→к
шие	V;PROG;PST;3;PL	o2	j-stem: UniMorph correct (бројам-type), apertium over-regularizes
шири	V.CVB	o1	apertium -јќи is the standard converb; UniMorph drops ќ→к
штити	V.CVB	o1	apertium -јќи is the standard converb; UniMorph drops ќ→к
штрајкува	V.CVB	o1	apertium -јќи is the standard converb; UniMorph drops ќ→к
јавува	V.CVB	o1	apertium -јќи is the standard converb; UniMorph drops ќ→к
јаде	V.CVB	o1	apertium -јќи is the standard converb; UniMorph drops ќ→к
